-183.435, 77.712, 1.727,  1.765
-183.430, 77.657, 1.646,  1.798
-183.425, 77.604, 1.591,  1.831
-183.420, 77.553, 1.552,  1.864
-183.415, 77.502, 1.536,  1.897
-183.410, 77.451, 1.552,  1.930
-183.405, 77.397, 1.608,  1.963
-183.400, 77.341, 1.710,  1.996
-183.394, 77.280, 1.856,  2.029
-183.388, 77.214, 1.982,  2.062
-183.381, 77.145, 2.057,  2.095
-183.374, 77.075, 2.087,  2.128
-183.367, 77.006, 2.092,  2.161
-183.361, 76.937, 2.078,  2.194
-183.356, 76.869, 2.051,  2.227
-183.350, 76.802, 2.014,  2.260
-183.344, 76.736, 1.970,  2.293
-183.339, 76.673, 1.921,  2.326
-183.333, 76.611, 1.869,  2.359
-183.328, 76.551, 1.790,  2.392
-183.323, 76.494, 1.733,  2.425
-183.318, 76.438, 1.693,  2.458
-183.313, 76.383, 1.674,  2.491
-183.308, 76.327, 1.685,  2.524
-183.302, 76.270, 1.734,  2.557
-183.297, 76.209, 1.830,  2.590
-183.291, 76.144, 1.965,  2.623
-183.284, 76.075, 2.080,  2.656
-183.278, 76.003, 2.148,  2.689
-183.272, 75.931, 2.173,  2.722
-183.266, 75.858, 2.174,  2.755
-183.260, 75.787, 2.156,  2.788
-183.254, 75.716, 2.126,  2.821
-183.248, 75.647, 2.086,  2.854
-183.243, 75.579, 2.039,  2.887
-183.237, 75.513, 1.987,  2.920
-183.232, 75.450, 1.909,  2.953
-183.226, 75.389, 1.847,  2.986
-183.221, 75.329, 1.805,  3.019
-183.216, 75.270, 1.783,  3.052
-183.211, 75.211, 1.787,  3.085
-183.206, 75.150, 1.830,  3.118
-183.200, 75.087, 1.919,  3.151
-183.194, 75.019, 2.044,  3.184
-183.188, 74.948, 2.154,  3.217
-183.182, 74.873, 2.230,  3.250
-183.176, 74.798, 2.254,  3.283
-183.170, 74.723, 2.254,  3.316
-183.164, 74.649, 2.235,  3.349
-183.158, 74.575, 2.203,  3.382
-183.153, 74.504, 2.161,  3.415
-183.147, 74.434, 2.112,  3.448
-183.141, 74.365, 2.058,  3.481
-183.136, 74.300, 1.979,  3.514
-183.131, 74.236, 1.923,  3.547
-183.125, 74.173, 1.893,  3.580
-183.120, 74.111, 1.884,  3.613
-183.115, 74.048, 1.908,  3.646
-183.109, 73.982, 1.976,  3.679
-183.104, 73.913, 2.089,  3.712
-183.099, 73.840, 2.211,  3.745
-183.093, 73.763, 2.317,  3.778
-183.087, 73.683, 2.380,  3.811
-183.081, 73.603, 2.402,  3.844
-183.075, 73.523, 2.398,  3.877
-183.069, 73.444, 2.375,  3.910
-183.063, 73.367, 2.339,  3.943
-183.057, 73.291, 2.293,  3.976
-183.051, 73.216, 2.239,  4.009
-183.045, 73.144, 2.181,  4.042
-183.039, 73.074, 2.099,  4.075
-183.034, 73.007, 2.038,  4.108
-183.029, 72.940, 2.006,  4.141
-183.024, 72.874, 2.004,  4.174
-183.020, 72.807, 2.030,  4.207
-183.015, 72.737, 2.100,  4.240
-183.009, 72.664, 2.207,  4.273
-183.004, 72.587, 2.321,  4.306
-182.998, 72.506, 2.420,  4.339
-182.992, 72.423, 2.479,  4.372
-182.986, 72.340, 2.498,  4.405
-182.979, 72.257, 2.490,  4.438
-182.973, 72.175, 2.464,  4.471
-182.967, 72.095, 2.425,  4.504
-182.961, 72.016, 2.376,  4.537
-182.955, 71.939, 2.319,  4.570
-182.950, 71.864, 2.240,  4.603
-182.945, 71.792, 2.179,  4.636
-182.941, 71.721, 2.146,  4.669
-182.936, 71.650, 2.144,  4.702
-182.931, 71.578, 2.179,  4.735
-182.926, 71.503, 2.254,  4.768
-182.920, 71.425, 2.348,  4.801
-182.914, 71.344, 2.441,  4.834
-182.908, 71.260, 2.511,  4.867
-182.902, 71.176, 2.536,  4.900
-182.896, 71.091, 2.534,  4.933
-182.890, 71.008, 2.510,  4.966
-182.884, 70.925, 2.473,  4.999
-182.879, 70.845, 2.424,  5.032
-182.874, 70.766, 2.353,  5.065
-182.869, 70.690, 2.298,  5.098
-182.864, 70.615, 2.266,  5.131
-182.859, 70.540, 2.268,  5.164
-182.854, 70.464, 2.307,  5.197
-182.849, 70.385, 2.380,  5.230
-182.843, 70.303, 2.471,  5.263
-182.837, 70.218, 2.556,  5.296
-182.831, 70.131, 2.616,  5.329
-182.825, 70.043, 2.631,  5.362
-182.819, 69.955, 2.621,  5.395
-182.813, 69.869, 2.591,  5.428
-182.808, 69.784, 2.548,  5.461
-182.803, 69.702, 2.483,  5.494
-182.798, 69.621, 2.426,  5.527
-182.793, 69.542, 2.389,  5.560
-182.788, 69.463, 2.381,  5.593
-182.783, 69.383, 2.409,  5.626
-182.778, 69.301, 2.472,  5.659
-182.772, 69.216, 2.556,  5.692
-182.767, 69.129, 2.642,  5.725
-182.761, 69.038, 2.707,  5.758
-182.755, 68.947, 2.729,  5.791
-182.749, 68.857, 2.723,  5.824
-182.744, 68.767, 2.696,  5.857
-182.738, 68.679, 2.653,  5.890
-182.733, 68.592, 2.589,  5.923
-182.728, 68.508, 2.534,  5.956
-182.723, 68.425, 2.499,  5.989
-182.718, 68.343, 2.494,  6.022
-182.713, 68.259, 2.525,  6.055
-182.708, 68.173, 2.591,  6.088
-182.702, 68.084, 2.676,  6.121
-182.697, 67.992, 2.761,  6.154
-182.691, 67.898, 2.822,  6.187
-182.685, 67.804, 2.841,  6.220
-182.680, 67.709, 2.831,  6.253
-182.674, 67.616, 2.800,  6.286
-182.669, 67.524, 2.754,  6.319
-182.664, 67.435, 2.688,  6.352
-182.659, 67.347, 2.631,  6.385
-182.654, 67.261, 2.596,  6.418
-182.649, 67.175, 2.592,  6.451
-182.644, 67.088, 2.624,  6.484
-182.639, 66.999, 2.691,  6.517
-182.633, 66.907, 2.779,  6.550
-182.628, 66.811, 2.870,  6.583
-182.622, 66.713, 2.942,  6.616
-182.616, 66.614, 2.975,  6.649
-182.610, 66.515, 2.973,  6.682
-182.604, 66.417, 2.946,  6.715
-182.598, 66.320, 2.902,  6.748
-182.593, 66.226, 2.837,  6.781
-182.587, 66.134, 2.774,  6.814
-182.582, 66.043, 2.726,  6.847
-182.576, 65.954, 2.704,  6.880
-182.571, 65.863, 2.717,  6.913
-182.565, 65.772, 2.766,  6.946
-182.560, 65.677, 2.845,  6.979
-182.555, 65.580, 2.939,  7.012
-182.550, 65.479, 3.027,  7.045
-182.544, 65.376, 3.091,  7.078
-182.538, 65.272, 3.111,  7.111
-182.532, 65.169, 3.099,  7.144
-182.527, 65.067, 3.065,  7.177
-182.521, 64.966, 3.014,  7.210
-182.516, 64.868, 2.944,  7.243
-182.510, 64.773, 2.883,  7.276
-182.505, 64.678, 2.842,  7.309
-182.500, 64.584, 2.831,  7.342
-182.495, 64.490, 2.858,  7.375
-182.490, 64.393, 2.919,  7.408
-182.485, 64.293, 3.006,  7.441
-182.480, 64.190, 3.105,  7.474
-182.474, 64.083, 3.193,  7.507
-182.468, 63.975, 3.248,  7.540
-182.463, 63.866, 3.261,  7.573
-182.457, 63.758, 3.243,  7.606
-182.451, 63.651, 3.203,  7.639
-182.446, 63.547, 3.147,  7.672
-182.441, 63.444, 3.073,  7.705
-182.436, 63.344, 3.008,  7.738
-182.431, 63.246, 2.962,  7.771
-182.426, 63.148, 2.948,  7.804
-182.422, 63.050, 2.970,  7.837
-182.417, 62.949, 3.028,  7.870
-182.411, 62.846, 3.112,  7.903
-182.406, 62.739, 3.210,  7.936
-182.400, 62.629, 3.306,  7.969
-182.395, 62.516, 3.381,  8.002
-182.390, 62.402, 3.414,  8.035
-182.384, 62.289, 3.409,  8.068
-182.379, 62.176, 3.377,  8.101
-182.374, 62.065, 3.325,  8.134
-182.369, 61.957, 3.256,  8.167
-182.364, 61.851, 3.187,  8.200
-182.359, 61.747, 3.131,  8.233
-182.354, 61.644, 3.100,  8.266
-182.349, 61.541, 3.104,  8.299
-182.344, 61.437, 3.145,  8.332
-182.340, 61.330, 3.217,  8.365
-182.335, 61.220, 3.310,  8.398
-182.330, 61.106, 3.414,  8.431
-182.324, 60.989, 3.505,  8.464
-182.319, 60.871, 3.564,  8.497
-182.314, 60.751, 3.580,  8.530
-182.308, 60.632, 3.561,  8.563
-182.303, 60.515, 3.517,  8.596
-182.298, 60.400, 3.456,  8.629
-182.293, 60.288, 3.380,  8.662
-182.289, 60.178, 3.309,  8.695
-182.284, 60.069, 3.258,  8.728
-182.279, 59.962, 3.236,  8.761
-182.275, 59.854, 3.251,  8.794
-182.270, 59.744, 3.303,  8.827
-182.265, 59.632, 3.382,  8.860
-182.260, 59.516, 3.480,  8.893
-182.255, 59.397, 3.586,  8.926
-182.251, 59.274, 3.679,  8.959
-182.245, 59.149, 3.741,  8.992
-182.240, 59.024, 3.758,  9.025
-182.235, 58.899, 3.738,  9.058
-182.230, 58.776, 3.693,  9.091
-182.225, 58.655, 3.629,  9.124
-182.220, 58.537, 3.552,  9.157
-182.216, 58.422, 3.479,  9.190
-182.211, 58.308, 3.425,  9.223
-182.207, 58.195, 3.399,  9.256
-182.203, 58.082, 3.410,  9.289
-182.198, 57.967, 3.459,  9.322
-182.194, 57.849, 3.534,  9.355
-182.189, 57.729, 3.629,  9.388
-182.184, 57.604, 3.733,  9.421
-182.179, 57.477, 3.832,  9.454
-182.174, 57.346, 3.905,  9.487
-182.169, 57.215, 3.937,  9.520
-182.165, 57.084, 3.928,  9.553
-182.160, 56.954, 3.889,  9.586
-182.155, 56.827, 3.828,  9.619
-182.150, 56.702, 3.753,  9.652
-182.146, 56.579, 3.682,  9.685
-182.141, 56.459, 3.627,  9.718
-182.137, 56.339, 3.599,  9.751
-182.133, 56.220, 3.608,  9.784
-182.129, 56.098, 3.653,  9.817
-182.124, 55.974, 3.726,  9.850
-182.120, 55.847, 3.817,  9.883
-182.116, 55.717, 3.919,  9.916
-182.111, 55.583, 4.014,  9.949
-182.106, 55.447, 4.085,  9.982
-182.101, 55.310, 4.115, 10.015
-182.097, 55.173, 4.104, 10.048
-182.092, 55.037, 4.061, 10.081
-182.088, 54.904, 3.997, 10.114
-182.083, 54.774, 3.920, 10.147
-182.079, 54.646, 3.845, 10.180
-182.075, 54.520, 3.787, 10.213
-182.071, 54.395, 3.755, 10.246
-182.067, 54.270, 3.760, 10.279
-182.062, 54.144, 3.802, 10.312
-182.058, 54.015, 3.871, 10.345
-182.054, 53.883, 3.960, 10.378
-182.050, 53.748, 4.062, 10.411
-182.046, 53.609, 4.171, 10.444
-182.041, 53.467, 4.265, 10.477
-182.036, 53.323, 4.328, 10.510
-182.032, 53.178, 4.345, 10.543
-182.027, 53.034, 4.323, 10.576
-182.023, 52.891, 4.272, 10.609
-182.019, 52.751, 4.200, 10.642
-182.015, 52.614, 4.117, 10.675
-182.011, 52.480, 4.036, 10.708
-182.007, 52.348, 3.971, 10.741
-182.003, 52.217, 3.933, 10.774
-181.999, 52.086, 3.932, 10.807
-181.995, 51.955, 3.969, 10.840
-181.991, 51.820, 4.033, 10.873
-181.987, 51.683, 4.117, 10.906
-181.983, 51.543, 4.215, 10.939
-181.979, 51.399, 4.324, 10.972
-181.975, 51.251, 4.434, 11.005
-181.971, 51.100, 4.528, 11.038
-181.966, 50.947, 4.587, 11.071
-181.962, 50.794, 4.600, 11.104
-181.958, 50.641, 4.575, 11.137
-181.954, 50.491, 4.521, 11.170
-181.950, 50.343, 4.445, 11.203
-181.946, 50.198, 4.358, 11.236
-181.942, 50.056, 4.273, 11.269
-181.938, 49.916, 4.203, 11.302
-181.934, 49.778, 4.159, 11.335
-181.931, 49.640, 4.152, 11.368
-181.927, 49.501, 4.182, 11.401
-181.924, 49.359, 4.241, 11.434
-181.920, 49.216, 4.320, 11.467
-181.916, 49.069, 4.414, 11.500
-181.912, 48.918, 4.519, 11.533
-181.909, 48.764, 4.629, 11.566
-181.905, 48.606, 4.728, 11.599
-181.901, 48.446, 4.798, 11.632
-181.897, 48.285, 4.825, 11.665
-181.893, 48.125, 4.810, 11.698
-181.889, 47.966, 4.763, 11.731
-181.885, 47.810, 4.691, 11.764
-181.881, 47.657, 4.607, 11.797
-181.878, 47.506, 4.522, 11.830
-181.874, 47.358, 4.451, 11.863
-181.871, 47.212, 4.405, 11.896
-181.867, 47.066, 4.393, 11.929
-181.864, 46.919, 4.419, 11.962
-181.861, 46.770, 4.473, 11.995
-181.857, 46.618, 4.548, 12.028
-181.854, 46.464, 4.637, 12.061
-181.850, 46.306, 4.739, 12.094
-181.847, 46.145, 4.848, 12.127
-181.843, 45.980, 4.957, 12.160
-181.839, 45.811, 5.052, 12.193
-181.835, 45.641, 5.113, 12.226
-181.832, 45.470, 5.128, 12.259
-181.828, 45.300, 5.103, 12.292
-181.824, 45.131, 5.052, 12.325
-181.821, 44.966, 4.979, 12.358
-181.817, 44.803, 4.881, 12.391
-181.814, 44.644, 4.786, 12.424
-181.811, 44.487, 4.705, 12.457
-181.808, 44.333, 4.649, 12.490
-181.804, 44.179, 4.628, 12.523
-181.801, 44.024, 4.645, 12.556
-181.798, 43.868, 4.691, 12.589
-181.795, 43.710, 4.758, 12.622
-181.792, 43.548, 4.842, 12.655
-181.788, 43.384, 4.938, 12.688
-181.785, 43.216, 5.043, 12.721
-181.782, 43.044, 5.155, 12.754
-181.778, 42.868, 5.269, 12.787
-181.775, 42.690, 5.369, 12.820
-181.771, 42.508, 5.436, 12.853
-181.768, 42.327, 5.456, 12.886
-181.765, 42.146, 5.433, 12.919
-181.761, 41.966, 5.378, 12.952
-181.758, 41.790, 5.304, 12.985
-181.755, 41.616, 5.220, 13.018
-181.752, 41.445, 5.132, 13.051
-181.749, 41.277, 5.051, 13.084
-181.746, 41.111, 4.983, 13.117
-181.743, 40.946, 4.954, 13.150
-181.740, 40.781, 4.960, 13.183
-181.737, 40.615, 4.997, 13.216
-181.734, 40.447, 5.055, 13.249
-181.731, 40.276, 5.130, 13.282
-181.728, 40.102, 5.218, 13.315
-181.725, 39.924, 5.317, 13.348
-181.722, 39.744, 5.424, 13.381
-181.719, 39.559, 5.535, 13.414
-181.716, 39.371, 5.639, 13.447
-181.712, 39.181, 5.719, 13.480
-181.709, 38.989, 5.758, 13.513
-181.706, 38.797, 5.750, 13.546
-181.703, 38.607, 5.706, 13.579
-181.700, 38.420, 5.634, 13.612
-181.697, 38.235, 5.544, 13.645
-181.694, 38.054, 5.451, 13.678
-181.691, 37.875, 5.370, 13.711
-181.689, 37.699, 5.307, 13.744
-181.686, 37.524, 5.259, 13.777
-181.683, 37.350, 5.231, 13.810
-181.681, 37.176, 5.222, 13.843
-181.678, 37.001, 5.231, 13.876
-181.675, 36.826, 5.260, 13.909
-181.673, 36.649, 5.306, 13.942
-181.670, 36.470, 5.372, 13.975
-181.667, 36.288, 5.459, 14.008
-181.665, 36.103, 5.568, 14.041
-181.662, 35.913, 5.703, 14.074
-181.659, 35.718, 5.849, 14.107
-181.656, 35.518, 5.992, 14.140
-181.653, 35.314, 6.120, 14.173
-181.650, 35.107, 6.215, 14.206
-181.647, 34.899, 6.264, 14.239
-181.644, 34.690, 6.265, 14.272
-181.641, 34.483, 6.226, 14.305
-181.639, 34.278, 6.157, 14.338
-181.636, 34.076, 6.065, 14.371
-181.633, 33.878, 5.957, 14.404
-181.631, 33.683, 5.846, 14.437
-181.628, 33.492, 5.744, 14.470
-181.626, 33.304, 5.664, 14.503
-181.623, 33.117, 5.616, 14.536
-181.621, 32.931, 5.589, 14.569
-181.618, 32.745, 5.577, 14.602
-181.616, 32.559, 5.584, 14.635
-181.614, 32.372, 5.610, 14.668
-181.611, 32.183, 5.654, 14.701
-181.609, 31.993, 5.717, 14.734
-181.606, 31.800, 5.801, 14.767
-181.604, 31.603, 5.908, 14.800
-181.602, 31.402, 6.035, 14.833
-181.599, 31.196, 6.167, 14.866
-181.597, 30.986, 6.301, 14.899
-181.594, 30.772, 6.433, 14.932
-181.592, 30.554, 6.555, 14.965
-181.589, 30.332, 6.650, 14.998
-181.587, 30.109, 6.703, 15.031
-181.584, 29.885, 6.708, 15.064
-181.582, 29.663, 6.672, 15.097
-181.579, 29.444, 6.604, 15.130
-181.577, 29.227, 6.512, 15.163
-181.575, 29.014, 6.404, 15.196
-181.572, 28.804, 6.292, 15.229
-181.570, 28.598, 6.190, 15.262
-181.568, 28.395, 6.107, 15.295
-181.566, 28.194, 6.054, 15.328
-181.564, 27.993, 6.036, 15.361
-181.562, 27.791, 6.050, 15.394
-181.559, 27.588, 6.086, 15.427
-181.557, 27.384, 6.140, 15.460
-181.555, 27.177, 6.209, 15.493
-181.553, 26.967, 6.290, 15.526
-181.551, 26.754, 6.380, 15.559
-181.549, 26.538, 6.479, 15.592
-181.547, 26.319, 6.584, 15.625
-181.544, 26.096, 6.693, 15.658
-181.542, 25.869, 6.807, 15.691
-181.540, 25.639, 6.921, 15.724
-181.538, 25.405, 7.027, 15.757
-181.536, 25.168, 7.110, 15.790
-181.533, 24.930, 7.152, 15.823
-181.531, 24.692, 7.146, 15.856
-181.529, 24.455, 7.101, 15.889
-181.527, 24.221, 7.027, 15.922
-181.525, 23.990, 6.932, 15.955
-181.522, 23.763, 6.830, 15.988
-181.520, 23.539, 6.733, 16.021
-181.518, 23.318, 6.654, 16.054
-181.516, 23.098, 6.601, 16.087
-181.515, 22.879, 6.581, 16.120
-181.513, 22.659, 6.590, 16.153
-181.511, 22.439, 6.622, 16.186
-181.509, 22.216, 6.671, 16.219
-181.507, 21.992, 6.735, 16.252
-181.505, 21.765, 6.810, 16.285
-181.503, 21.535, 6.894, 16.318
-181.501, 21.302, 6.986, 16.351
-181.499, 21.066, 7.084, 16.384
-181.497, 20.827, 7.187, 16.417
-181.495, 20.584, 7.294, 16.450
-181.493, 20.337, 7.405, 16.483
-181.491, 20.087, 7.516, 16.516
-181.489, 19.834, 7.613, 16.549
-181.487, 19.578, 7.679, 16.582
-181.485, 19.321, 7.697, 16.615
-181.483, 19.066, 7.670, 16.648
-181.481, 18.813, 7.608, 16.681
-181.479, 18.562, 7.520, 16.714
-181.477, 18.315, 7.420, 16.747
-181.475, 18.072, 7.322, 16.780
-181.473, 17.831, 7.236, 16.813
-181.472, 17.592, 7.172, 16.846
-181.470, 17.354, 7.140, 16.879
-181.468, 17.117, 7.136, 16.912
-181.466, 16.878, 7.156, 16.945
-181.465, 16.639, 7.194, 16.978
-181.463, 16.397, 7.246, 17.011
-181.461, 16.153, 7.311, 17.044
-181.459, 15.907, 7.386, 17.077
-181.458, 15.658, 7.469, 17.110
-181.456, 15.406, 7.559, 17.143
-181.454, 15.151, 7.655, 17.176
-181.452, 14.893, 7.755, 17.209
-181.450, 14.631, 7.859, 17.242
-181.449, 14.366, 7.966, 17.275
-181.447, 14.097, 8.073, 17.308
-181.445, 13.825, 8.171, 17.341
-181.443, 13.550, 8.242, 17.374
-181.441, 13.275, 8.272, 17.407
-181.440, 13.000, 8.254, 17.440
-181.438, 12.727, 8.198, 17.473
-181.436, 12.457, 8.114, 17.506
-181.434, 12.190, 8.016, 17.539
-181.433, 11.926, 7.918, 17.572
-181.431, 11.666, 7.830, 17.605
-181.429, 11.408, 7.762, 17.638
-181.428, 11.150, 7.724, 17.671
-181.426, 10.893, 7.713, 17.704
-181.424, 10.636, 7.724, 17.737
-181.423, 10.378, 7.754, 17.770
-181.421, 10.118, 7.798, 17.803
-181.420, 9.856, 7.855, 17.836
-181.418, 9.592, 7.923, 17.869
-181.417, 9.325, 7.998, 17.902
-181.415, 9.056, 8.081, 17.935
-181.413, 8.784, 8.169, 17.968
-181.412, 8.508, 8.263, 18.001
-181.410, 8.230, 8.360, 18.034
-181.408, 7.948, 8.461, 18.067
-181.407, 7.663, 8.565, 18.100
-181.405, 7.374, 8.671, 18.133
-181.403, 7.082, 8.777, 18.166
-181.402, 6.787, 8.871, 18.199
-181.400, 6.489, 8.938, 18.232
-181.398, 6.190, 8.962, 18.265
-181.397, 5.893, 8.938, 18.298
-181.395, 5.597, 8.879, 18.331
-181.394, 5.304, 8.797, 18.364
-181.392, 5.014, 8.707, 18.397
-181.390, 4.728, 8.619, 18.430
-181.389, 4.443, 8.546, 18.463
-181.387, 4.160, 8.497, 18.496
-181.386, 3.878, 8.473, 18.529
-181.384, 3.596, 8.471, 18.562
-181.383, 3.313, 8.488, 18.595
-181.381, 3.029, 8.521, 18.628
-181.380, 2.744, 8.566, 18.661
-181.378, 2.456, 8.622, 18.694
-181.377, 2.167, 8.686, 18.727
-181.375, 1.875, 8.759, 18.760
-181.374, 1.580, 8.837, 18.793
-181.372, 1.283, 8.921, 18.826
-181.371, 0.983, 9.010, 18.859
-181.369, 0.680, 9.102, 18.892
-181.367, 0.374, 9.197, 18.925
-181.366, 0.064, 9.295, 18.958
-181.364, -0.249, 9.396, 18.991
-181.363, -0.565, 9.497, 19.024
-181.361, -0.884, 9.595, 19.057
-181.360, -1.207, 9.676, 19.090
-181.358, -1.530, 9.722, 19.123
-181.356, -1.854, 9.720, 19.156
-181.355, -2.176, 9.676, 19.189
-181.353, -2.496, 9.605, 19.222
-181.352, -2.813, 9.521, 19.255
-181.350, -3.127, 9.435, 19.288
-181.349, -3.439, 9.359, 19.321
-181.347, -3.748, 9.303, 19.354
-181.346, -4.057, 9.270, 19.387
-181.344, -4.366, 9.258, 19.420
-181.343, -4.674, 9.265, 19.453
-181.341, -4.984, 9.288, 19.486
-181.340, -5.294, 9.323, 19.519
-181.338, -5.607, 9.369, 19.552
-181.337, -5.921, 9.423, 19.585
-181.335, -6.237, 9.486, 19.618
-181.334, -6.555, 9.555, 19.651
-181.332, -6.876, 9.630, 19.684
-181.331, -7.200, 9.710, 19.717
-181.329, -7.526, 9.793, 19.750
-181.328, -7.855, 9.881, 19.783
-181.326, -8.187, 9.971, 19.816
-181.325, -8.523, 10.064, 19.849
-181.323, -8.861, 10.159, 19.882
-181.321, -9.202, 10.255, 19.915
-181.320, -9.547, 10.354, 19.948
-181.318, -9.895, 10.451, 19.981
-181.317, -10.246, 10.538, 20.014
-181.315, -10.599, 10.601, 20.047
-181.313, -10.953, 10.625, 20.080
-181.312, -11.306, 10.606, 20.113
-181.310, -11.657, 10.555, 20.146
-181.309, -12.006, 10.487, 20.179
-181.307, -12.353, 10.414, 20.212
-181.305, -12.698, 10.348, 20.245
-181.304, -13.040, 10.300, 20.278
-181.302, -13.382, 10.271, 20.311
-181.301, -13.724, 10.261, 20.344
-181.299, -14.066, 10.266, 20.377
-181.298, -14.409, 10.286, 20.410
-181.296, -14.753, 10.316, 20.443
-181.295, -15.098, 10.356, 20.476
-181.293, -15.445, 10.405, 20.509
-181.291, -15.793, 10.460, 20.542
-181.290, -16.144, 10.522, 20.575
-181.288, -16.497, 10.589, 20.608
-181.287, -16.852, 10.661, 20.641
-181.285, -17.210, 10.737, 20.674
-181.283, -17.570, 10.816, 20.707
-181.282, -17.933, 10.898, 20.740
-181.280, -18.299, 10.983, 20.773
-181.278, -18.667, 11.070, 20.806
-181.277, -19.039, 11.160, 20.839
-181.275, -19.414, 11.251, 20.872
-181.273, -19.791, 11.344, 20.905
-181.271, -20.172, 11.438, 20.938
-181.270, -20.556, 11.529, 20.971
-181.268, -20.942, 11.606, 21.004
-181.266, -21.331, 11.654, 21.037
-181.264, -21.719, 11.665, 21.070
-181.263, -22.107, 11.641, 21.103
-181.261, -22.493, 11.594, 21.136
-181.259, -22.877, 11.537, 21.169
-181.257, -23.259, 11.482, 21.202
-181.256, -23.640, 11.441, 21.235
-181.254, -24.020, 11.416, 21.268
-181.252, -24.400, 11.407, 21.301
-181.250, -24.780, 11.411, 21.334
-181.249, -25.161, 11.427, 21.367
-181.247, -25.542, 11.453, 21.400
-181.245, -25.925, 11.488, 21.433
-181.243, -26.309, 11.530, 21.466
-181.242, -26.695, 11.579, 21.499
-181.240, -27.083, 11.633, 21.532
-181.238, -27.473, 11.693, 21.565
-181.236, -27.864, 11.758, 21.598
-181.234, -28.258, 11.826, 21.631
-181.232, -28.655, 11.898, 21.664
-181.231, -29.053, 11.973, 21.697
-181.229, -29.455, 12.051, 21.730
-181.227, -29.859, 12.132, 21.763
-181.225, -30.266, 12.215, 21.796
-181.223, -30.675, 12.300, 21.829
-181.221, -31.088, 12.386, 21.862
-181.219, -31.503, 12.475, 21.895
-181.217, -31.922, 12.564, 21.928
-181.215, -32.343, 12.654, 21.961
-181.213, -32.767, 12.740, 21.994
-181.211, -33.194, 12.811, 22.027
-181.209, -33.622, 12.856, 22.060
-181.207, -34.050, 12.870, 22.093
-181.205, -34.479, 12.854, 22.126
-181.203, -34.906, 12.821, 22.159
-181.201, -35.331, 12.783, 22.192
-181.199, -35.756, 12.751, 22.225
-181.197, -36.180, 12.733, 22.258
-181.195, -36.603, 12.727, 22.291
-181.193, -37.027, 12.733, 22.324
-181.191, -37.452, 12.748, 22.357
-181.189, -37.878, 12.772, 22.390
-181.186, -38.304, 12.804, 22.423
-181.184, -38.732, 12.843, 22.456
-181.182, -39.161, 12.888, 22.489
-181.180, -39.592, 12.938, 22.522
-181.178, -40.025, 12.993, 22.555
-181.176, -40.460, 13.052, 22.588
-181.174, -40.897, 13.115, 22.621
-181.171, -41.336, 13.181, 22.654
-181.169, -41.778, 13.251, 22.687
-181.167, -42.221, 13.323, 22.720
-181.165, -42.668, 13.398, 22.753
-181.162, -43.117, 13.475, 22.786
-181.160, -43.568, 13.554, 22.819
-181.158, -44.022, 13.635, 22.852
-181.155, -44.479, 13.718, 22.885
-181.153, -44.939, 13.802, 22.918
-181.151, -45.401, 13.887, 22.951
-181.148, -45.866, 13.973, 22.984
-181.146, -46.334, 14.059, 23.017
-181.144, -46.805, 14.137, 23.050
